set N[1]:= 	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	;
set N[2]:= 	0	1	2	3	;
set N[3]:= 	0	1	2	3	4	5	6	7	8	9	10	;
param Cost:=
1	168000
2	216000
3	132000
;
param CosEx:=
1	126000
2	150000
3	108000
;
param CapN:=
1	6
2	2
3	4
;

param Pen:=
1	3
2	2
3	1
;
param Dem:=
[*,*, 1]:
	 1 	 2 	 3 	 4:= 
5	0	0	1	
6	0	0	0	
7	0	1	1	
8	1	1	1	
9	0	1	1	
10	0	0	1	
11	1	1	0	
12	1	0	1	
13	1	1	1	
14	1	0	0	
[2,*,*,1,3,1]:
	 1	 2 	 3:=
0	0	1	0	
1	1	0	0	
2	1	0	1	
3	1	1	0	
[3,*,*,1,3,1]:
	 1	 2 	 3:=
0	0	1	0	
1	1	0	0	
2	1	0	1	
3	1	1	0	
4	1	0	0	
5	0	0	1	
6	0	0	0	
7	0	1	1	
8	1	1	1	
9	0	1	1	
10	0	0	1	
[1,*,*,2,3,1]:
	 1	 2 	 3:=
0	1	0	1	
1	0	1	1	
2	0	0	0	
3	0	0	0	
4	0	0	0	
5	0	0	0	
6	1	1	1	
7	1	0	0	
8	0	0	0	
9	0	0	0	
10	0	1	0	
11	0	0	1	
12	0	1	0	
13	0	0	0	
14	0	1	0	
[2,*,*,2,3,1]:
	 1	 2 	 3:=
0	1	0	1	
1	0	1	1	
2	0	0	0	
3	0	0	0	
[3,*,*,2,3,1]:
	 1	 2 	 3:=
0	1	0	1	
1	0	1	1	
2	0	0	0	
3	0	0	0	
4	0	0	0	
5	0	0	0	
6	1	1	1	
7	1	0	0	
8	0	0	0	
9	0	0	0	
10	0	1	0	
[1,*,*,1,4,1]:
	 1	 2 	 3:=
0	1	1	0	
1	0	1	1	
2	0	1	0	
3	1	1	1	
4	1	1	0	
5	1	0	0	
6	0	1	0	
7	1	1	1	
8	1	1	0	
9	0	0	1	
10	0	0	1	
11	0	0	0	
12	1	0	0	
13	1	1	0	
14	0	1	0	
[2,*,*,1,4,1]:
	 1	 2 	 3:=
0	1	1	0	
1	0	1	1	
2	0	1	0	
3	1	1	1	
[3,*,*,1,4,1]:
	 1	 2 	 3:=
0	1	1	0	
1	0	1	1	
2	0	1	0	
3	1	1	1	
4	1	1	0	
5	1	0	0	
6	0	1	0	
7	1	1	1	
8	1	1	0	
9	0	0	1	
10	0	0	1	
[1,*,*,2,4,1]:
	 1	 2 	 3:=
0	0	0	0	
1	1	0	0	
2	1	0	1	
3	0	0	0	
4	0	0	0	
5	0	1	0	
6	1	0	1	
7	0	0	0	
8	0	0	0	
9	1	0	0	
10	1	1	0	
11	0	0	0	
12	0	1	1	
13	0	0	0	
14	0	0	1	
[2,*,*,2,4,1]:
	 1	 2 	 3:=
0	0	0	0	
1	1	0	0	
2	1	0	1	
3	0	0	0	
[3,*,*,2,4,1]:
	 1	 2 	 3:=
0	0	0	0	
1	1	0	0	
2	1	0	1	
3	0	0	0	
4	0	0	0	
5	0	1	0	
6	1	0	1	
7	0	0	0	
8	0	0	0	
9	1	0	0	
10	1	1	0	
[1,*,*,1,1,2]:
	 1	 2 	 3:=
0	0	1	1	
1	0	0	1	
2	0	1	0	
3	1	0	0	
4	1	0	1	
5	0	1	0	
6	0	1	0	
7	0	0	0	
8	0	1	1	
9	1	0	0	
10	0	0	0	
11	0	0	0	
12	0	1	0	
13	0	0	0	
14	1	0	0	
[2,*,*,1,1,2]:
	 1	 2 	 3:=
0	0	1	1	
1	0	0	1	
2	0	1	0	
3	1	0	0	
[3,*,*,1,1,2]:
	 1	 2 	 3:=
0	0	1	1	
1	0	0	1	
2	0	1	0	
3	1	0	0	
4	1	0	1	
5	0	1	0	
6	0	1	0	
7	0	0	0	
8	0	1	1	
9	1	0	0	
10	0	0	0	
[1,*,*,2,1,2]:
	 1	 2 	 3:=
0	1	0	0	
1	0	0	0	
2	1	0	1	
3	0	1	1	
4	0	1	0	
5	1	0	0	
6	0	0	0	
7	0	0	1	
8	0	0	0	
9	0	1	1	
10	1	1	1	
11	1	0	0	
12	1	0	0	
13	1	1	1	
14	0	0	1	
[2,*,*,2,1,2]:
	 1	 2 	 3:=
0	1	0	0	
1	0	0	0	
2	1	0	1	
3	0	1	1	
[3,*,*,2,1,2]:
	 1	 2 	 3:=
0	1	0	0	
1	0	0	0	
2	1	0	1	
3	0	1	1	
4	0	1	0	
5	1	0	0	
6	0	0	0	
7	0	0	1	
8	0	0	0	
9	0	1	1	
10	1	1	1	
[1,*,*,1,2,2]:
	 1	 2 	 3:=
0	0	0	1	
1	0	1	0	
2	0	1	0	
3	1	0	0	
4	0	0	0	
5	0	0	1	
6	1	0	1	
7	1	0	1	
8	0	0	1	
9	1	1	0	
10	0	1	1	
11	1	0	0	
12	0	0	1	
13	1	1	1	
14	0	1	0	
[2,*,*,1,2,2]:
	 1	 2 	 3:=
0	0	0	1	
1	0	1	0	
2	0	1	0	
3	1	0	0	
[3,*,*,1,2,2]:
	 1	 2 	 3:=
0	0	0	1	
1	0	1	0	
2	0	1	0	
3	1	0	0	
4	0	0	0	
5	0	0	1	
6	1	0	1	
7	1	0	1	
8	0	0	1	
9	1	1	0	
10	0	1	1	
[1,*,*,2,2,2]:
	 1	 2 	 3:=
0	0	0	0	
1	1	0	1	
2	0	0	1	
3	0	1	1	
4	1	1	1	
5	0	0	0	
6	0	1	0	
7	0	1	0	
8	0	0	0	
9	0	0	0	
10	0	0	0	
11	0	1	1	
12	0	0	0	
13	0	0	0	
14	1	0	0	
[2,*,*,2,2,2]:
	 1	 2 	 3:=
0	0	0	0	
1	1	0	1	
2	0	0	1	
3	0	1	1	
[3,*,*,2,2,2]:
	 1	 2 	 3:=
0	0	0	0	
1	1	0	1	
2	0	0	1	
3	0	1	1	
4	1	1	1	
5	0	0	0	
6	0	1	0	
7	0	1	0	
8	0	0	0	
9	0	0	0	
10	0	0	0	
[1,*,*,1,3,2]:
	 1	 2 	 3:=
0	1	0	0	
1	1	1	0	
2	0	1	0	
3	1	1	0	
4	0	0	0	
5	0	0	1	
6	1	0	1	
7	1	0	0	
8	0	0	0	
9	0	0	1	
10	1	1	1	
11	0	1	0	
12	0	0	1	
13	1	1	1	
14	0	1	1	
[2,*,*,1,3,2]:
	 1	 2 	 3:=
0	1	0	0	
1	1	1	0	
2	0	1	0	
3	1	1	0	
[3,*,*,1,3,2]:
	 1	 2 	 3:=
0	1	0	0	
1	1	1	0	
2	0	1	0	
3	1	1	0	
4	0	0	0	
5	0	0	1	
6	1	0	1	
7	1	0	0	
8	0	0	0	
9	0	0	1	
10	1	1	1	
[1,*,*,2,3,2]:
	 1	 2 	 3:=
0	0	1	1	
1	0	0	1	
2	0	0	0	
3	0	0	1	
4	0	1	0	
5	0	0	0	
6	0	0	0	
7	0	1	1	
8	1	1	1	
9	0	1	0	
10	0	0	0	
11	0	0	1	
12	1	1	0	
13	0	0	0	
14	0	0	0	
[2,*,*,2,3,2]:
	 1	 2 	 3:=
0	0	1	1	
1	0	0	1	
2	0	0	0	
3	0	0	1	
[3,*,*,2,3,2]:
	 1	 2 	 3:=
0	0	1	1	
1	0	0	1	
2	0	0	0	
3	0	0	1	
4	0	1	0	
5	0	0	0	
6	0	0	0	
7	0	1	1	
8	1	1	1	
9	0	1	0	
10	0	0	0	
[1,*,*,1,4,2]:
	 1	 2 	 3:=
0	1	0	1	
1	1	1	1	
2	1	0	0	
3	0	0	0	
4	0	0	0	
5	1	1	1	
6	0	1	1	
7	1	1	0	
8	0	0	1	
9	1	1	1	
10	1	0	1	
11	1	0	1	
12	1	1	1	
13	1	0	0	
14	1	1	1	
[2,*,*,1,4,2]:
	 1	 2 	 3:=
0	1	0	1	
1	1	1	1	
2	1	0	0	
3	0	0	0	
[3,*,*,1,4,2]:
	 1	 2 	 3:=
0	1	0	1	
1	1	1	1	
2	1	0	0	
3	0	0	0	
4	0	0	0	
5	1	1	1	
6	0	1	1	
7	1	1	0	
8	0	0	1	
9	1	1	1	
10	1	0	1	
[1,*,*,2,4,2]:
	 1	 2 	 3:=
0	0	1	0	
1	0	0	0	
2	0	1	0	
3	0	1	0	
4	0	1	0	
5	0	0	0	
6	0	0	0	
7	0	0	0	
8	0	0	0	
9	0	0	0	
10	0	1	0	
11	0	0	0	
12	0	0	0	
13	0	1	0	
14	0	0	0	
[2,*,*,2,4,2]:
	 1	 2 	 3:=
0	0	1	0	
1	0	0	0	
2	0	1	0	
3	0	1	0	
[3,*,*,2,4,2]:
	 1	 2 	 3:=
0	0	1	0	
1	0	0	0	
2	0	1	0	
3	0	1	0	
4	0	1	0	
5	0	0	0	
6	0	0	0	
7	0	0	0	
8	0	0	0	
9	0	0	0	
10	0	1	0	
[1,*,*,1,1,3]:
	 1	 2 	 3:=
0	0	1	0	
1	1	0	1	
2	0	0	0	
3	0	1	0	
4	1	0	1	
5	1	0	1	
6	0	1	0	
7	0	1	0	
8	1	1	0	
9	1	1	0	
10	1	0	0	
11	0	0	0	
12	0	0	1	
13	1	1	1	
14	1	0	0	
[2,*,*,1,1,3]:
	 1	 2 	 3:=
0	0	1	0	
1	1	0	1	
2	0	0	0	
3	0	1	0	
[3,*,*,1,1,3]:
	 1	 2 	 3:=
0	0	1	0	
1	1	0	1	
2	0	0	0	
3	0	1	0	
4	1	0	1	
5	1	0	1	
6	0	1	0	
7	0	1	0	
8	1	1	0	
9	1	1	0	
10	1	0	0	
[1,*,*,2,1,3]:
	 1	 2 	 3:=
0	1	0	1	
1	0	0	0	
2	0	1	0	
3	0	0	0	
4	0	1	0	
5	0	0	0	
6	1	0	0	
7	0	0	0	
8	0	0	1	
9	0	0	1	
10	0	0	1	
11	1	1	1	
12	1	1	0	
13	0	0	0	
14	0	0	1	
[2,*,*,2,1,3]:
	 1	 2 	 3:=
0	1	0	1	
1	0	0	0	
2	0	1	0	
3	0	0	0	
[3,*,*,2,1,3]:
	 1	 2 	 3:=
0	1	0	1	
1	0	0	0	
2	0	1	0	
3	0	0	0	
4	0	1	0	
5	0	0	0	
6	1	0	0	
7	0	0	0	
8	0	0	1	
9	0	0	1	
10	0	0	1	
[1,*,*,1,2,3]:
	 1	 2 	 3:=
0	1	0	1	
1	0	1	1	
2	1	1	1	
3	0	1	1	
4	0	0	1	
5	0	0	1	
6	1	0	1	
7	0	1	1	
8	1	1	0	
9	1	1	0	
10	1	1	1	
11	1	0	0	
12	1	0	0	
13	0	0	0	
14	0	0	1	
[2,*,*,1,2,3]:
	 1	 2 	 3:=
0	1	0	1	
1	0	1	1	
2	1	1	1	
3	0	1	1	
[3,*,*,1,2,3]:
	 1	 2 	 3:=
0	1	0	1	
1	0	1	1	
2	1	1	1	
3	0	1	1	
4	0	0	1	
5	0	0	1	
6	1	0	1	
7	0	1	1	
8	1	1	0	
9	1	1	0	
10	1	1	1	
[1,*,*,2,2,3]:
	 1	 2 	 3:=
0	0	1	0	
1	0	0	0	
2	0	0	0	
3	1	0	0	
4	0	1	0	
5	1	1	0	
6	0	0	0	
7	0	0	0	
8	0	0	1	
9	0	0	1	
10	0	0	0	
11	0	0	1	
12	0	1	1	
13	0	1	1	
14	1	1	0	
[2,*,*,2,2,3]:
	 1	 2 	 3:=
0	0	1	0	
1	0	0	0	
2	0	0	0	
3	1	0	0	
[3,*,*,2,2,3]:
	 1	 2 	 3:=
0	0	1	0	
1	0	0	0	
2	0	0	0	
3	1	0	0	
4	0	1	0	
5	1	1	0	
6	0	0	0	
7	0	0	0	
8	0	0	1	
9	0	0	1	
10	0	0	0	
[1,*,*,1,3,3]:
	 1	 2 	 3:=
0	0	0	0	
1	0	1	1	
2	0	1	0	
3	1	0	1	
4	0	0	0	
5	0	0	1	
6	0	1	0	
7	0	1	0	
8	0	0	0	
9	1	1	1	
10	0	0	0	
11	1	1	1	
12	1	1	1	
13	1	0	0	
14	0	0	0	
[2,*,*,1,3,3]:
	 1	 2 	 3:=
0	0	0	0	
1	0	1	1	
2	0	1	0	
3	1	0	1	
[3,*,*,1,3,3]:
	 1	 2 	 3:=
0	0	0	0	
1	0	1	1	
2	0	1	0	
3	1	0	1	
4	0	0	0	
5	0	0	1	
6	0	1	0	
7	0	1	0	
8	0	0	0	
9	1	1	1	
10	0	0	0	
[1,*,*,2,3,3]:
	 1	 2 	 3:=
0	0	0	0	
1	1	0	0	
2	0	0	1	
3	0	0	0	
4	1	1	1	
5	1	1	0	
6	0	0	0	
7	0	0	1	
8	0	1	0	
9	0	0	0	
10	1	0	0	
11	0	0	0	
12	0	0	0	
13	0	0	1	
14	0	1	0	
[2,*,*,2,3,3]:
	 1	 2 	 3:=
0	0	0	0	
1	1	0	0	
2	0	0	1	
3	0	0	0	
[3,*,*,2,3,3]:
	 1	 2 	 3:=
0	0	0	0	
1	1	0	0	
2	0	0	1	
3	0	0	0	
4	1	1	1	
5	1	1	0	
6	0	0	0	
7	0	0	1	
8	0	1	0	
9	0	0	0	
10	1	0	0	
[1,*,*,1,4,3]:
	 1	 2 	 3:=
0	1	0	0	
1	0	1	0	
2	0	1	0	
3	1	1	1	
4	0	0	1	
5	1	0	1	
6	0	0	0	
7	1	0	0	
8	0	0	1	
9	1	0	0	
10	0	1	0	
11	1	0	0	
12	0	0	1	
13	0	0	1	
14	1	0	0	
[2,*,*,1,4,3]:
	 1	 2 	 3:=
0	1	0	0	
1	0	1	0	
2	0	1	0	
3	1	1	1	
[3,*,*,1,4,3]:
	 1	 2 	 3:=
0	1	0	0	
1	0	1	0	
2	0	1	0	
3	1	1	1	
4	0	0	1	
5	1	0	1	
6	0	0	0	
7	1	0	0	
8	0	0	1	
9	1	0	0	
10	0	1	0	
[1,*,*,2,4,3]:
	 1	 2 	 3:=
0	0	1	0	
1	0	0	0	
2	0	0	1	
3	0	0	0	
4	0	0	0	
5	0	0	0	
6	1	1	0	
7	0	0	0	
8	1	0	0	
9	0	0	0	
10	0	0	0	
11	0	1	1	
12	1	0	0	
13	1	1	0	
14	0	1	0	
[2,*,*,2,4,3]:
	 1	 2 	 3:=
0	0	1	0	
1	0	0	0	
2	0	0	1	
3	0	0	0	
[3,*,*,2,4,3]:
	 1	 2 	 3:=
0	0	1	0	
1	0	0	0	
2	0	0	1	
3	0	0	0	
4	0	0	0	
5	0	0	0	
6	1	1	0	
7	0	0	0	
8	1	0	0	
9	0	0	0	
10	0	0	0	
[1,*,*,1,1,4]:
	 1	 2 	 3:=
0	1	1	1	
1	1	0	0	
2	0	0	1	
3	1	0	1	
4	0	0	0	
5	1	0	0	
6	0	0	0	
7	0	0	1	
8	1	1	0	
9	0	1	1	
10	0	1	1	
11	1	1	1	
12	1	0	1	
13	0	0	0	
14	0	1	0	
[2,*,*,1,1,4]:
	 1	 2 	 3:=
0	1	1	1	
1	1	0	0	
2	0	0	1	
3	1	0	1	
[3,*,*,1,1,4]:
	 1	 2 	 3:=
0	1	1	1	
1	1	0	0	
2	0	0	1	
3	1	0	1	
4	0	0	0	
5	1	0	0	
6	0	0	0	
7	0	0	1	
8	1	1	0	
9	0	1	1	
10	0	1	1	
[1,*,*,2,1,4]:
	 1	 2 	 3:=
0	0	0	0	
1	0	0	0	
2	1	1	0	
3	0	0	0	
4	1	1	0	
5	0	1	1	
6	1	0	0	
7	0	1	0	
8	0	0	0	
9	1	0	0	
10	1	0	0	
11	0	0	0	
12	0	0	0	
13	0	0	0	
14	0	0	1	
[2,*,*,2,1,4]:
	 1	 2 	 3:=
0	0	0	0	
1	0	0	0	
2	1	1	0	
3	0	0	0	
[3,*,*,2,1,4]:
	 1	 2 	 3:=
0	0	0	0	
1	0	0	0	
2	1	1	0	
3	0	0	0	
4	1	1	0	
5	0	1	1	
6	1	0	0	
7	0	1	0	
8	0	0	0	
9	1	0	0	
10	1	0	0	
[1,*,*,1,2,4]:
	 1	 2 	 3:=
0	1	1	1	
1	1	0	0	
2	0	0	1	
3	1	0	1	
4	1	0	0	
5	1	1	0	
6	0	0	0	
7	1	1	0	
8	1	0	0	
9	1	1	1	
10	1	0	1	
11	0	1	1	
12	0	1	1	
13	0	1	0	
14	1	0	0	
[2,*,*,1,2,4]:
	 1	 2 	 3:=
0	1	1	1	
1	1	0	0	
2	0	0	1	
3	1	0	1	
[3,*,*,1,2,4]:
	 1	 2 	 3:=
0	1	1	1	
1	1	0	0	
2	0	0	1	
3	1	0	1	
4	1	0	0	
5	1	1	0	
6	0	0	0	
7	1	1	0	
8	1	0	0	
9	1	1	1	
10	1	0	1	
[1,*,*,2,2,4]:
	 1	 2 	 3:=
0	0	0	0	
1	0	0	0	
2	1	0	0	
3	0	1	0	
4	0	0	1	
5	0	0	0	
6	1	0	0	
7	0	0	0	
8	0	1	1	
9	0	0	0	
10	0	1	0	
11	0	0	0	
12	0	0	0	
13	0	0	1	
14	0	1	1	
[2,*,*,2,2,4]:
	 1	 2 	 3:=
0	0	0	0	
1	0	0	0	
2	1	0	0	
3	0	1	0	
[3,*,*,2,2,4]:
	 1	 2 	 3:=
0	0	0	0	
1	0	0	0	
2	1	0	0	
3	0	1	0	
4	0	0	1	
5	0	0	0	
6	1	0	0	
7	0	0	0	
8	0	1	1	
9	0	0	0	
10	0	1	0	
[1,*,*,1,3,4]:
	 1	 2 	 3:=
0	1	1	1	
1	1	0	1	
2	0	0	0	
3	0	0	0	
4	0	0	1	
5	1	1	1	
6	0	1	1	
7	0	1	1	
8	0	0	0	
9	0	1	0	
10	0	1	1	
11	0	0	0	
12	0	1	1	
13	0	1	0	
14	0	1	1	
[2,*,*,1,3,4]:
	 1	 2 	 3:=
0	1	1	1	
1	1	0	1	
2	0	0	0	
3	0	0	0	
[3,*,*,1,3,4]:
	 1	 2 	 3:=
0	1	1	1	
1	1	0	1	
2	0	0	0	
3	0	0	0	
4	0	0	1	
5	1	1	1	
6	0	1	1	
7	0	1	1	
8	0	0	0	
9	0	1	0	
10	0	1	1	
[1,*,*,2,3,4]:
	 1	 2 	 3:=
0	0	0	0	
1	0	1	0	
2	0	0	0	
3	0	0	0	
4	0	0	0	
5	0	0	0	
6	1	0	0	
7	0	0	0	
8	0	1	0	
9	1	0	1	
10	0	0	0	
11	1	0	0	
12	1	0	0	
13	0	0	1	
14	0	0	0	
[2,*,*,2,3,4]:
	 1	 2 	 3:=
0	0	0	0	
1	0	1	0	
2	0	0	0	
3	0	0	0	
[3,*,*,2,3,4]:
	 1	 2 	 3:=
0	0	0	0	
1	0	1	0	
2	0	0	0	
3	0	0	0	
4	0	0	0	
5	0	0	0	
6	1	0	0	
7	0	0	0	
8	0	1	0	
9	1	0	1	
10	0	0	0	
[1,*,*,1,4,4]:
	 1	 2 	 3:=
0	0	1	1	
1	1	0	0	
2	0	0	0	
3	0	0	1	
4	1	0	0	
5	1	0	1	
6	1	0	1	
7	1	0	1	
8	0	0	1	
9	1	0	0	
10	0	0	0	
11	1	0	0	
12	1	1	1	
13	1	1	1	
14	1	0	1	
[2,*,*,1,4,4]:
	 1	 2 	 3:=
0	0	1	1	
1	1	0	0	
2	0	0	0	
3	0	0	1	
[3,*,*,1,4,4]:
	 1	 2 	 3:=
0	0	1	1	
1	1	0	0	
2	0	0	0	
3	0	0	1	
4	1	0	0	
5	1	0	1	
6	1	0	1	
7	1	0	1	
8	0	0	1	
9	1	0	0	
10	0	0	0	
[1,*,*,2,4,4]:
	 1	 2 	 3:=
0	1	0	0	
1	0	1	0	
2	1	1	0	
3	1	1	0	
4	0	1	1	
5	0	1	0	
6	0	1	0	
7	0	0	0	
8	1	1	0	
9	0	0	0	
10	1	0	1	
11	0	0	0	
12	0	0	0	
13	0	0	0	
14	0	0	0	
[2,*,*,2,4,4]:
	 1	 2 	 3:=
0	1	0	0	
1	0	1	0	
2	1	1	0	
3	1	1	0	
[3,*,*,2,4,4]:
	 1	 2 	 3:=
0	1	0	0	
1	0	1	0	
2	1	1	0	
3	1	1	0	
4	0	1	1	
5	0	1	0	
6	0	1	0	
7	0	0	0	
8	1	1	0	
9	0	0	0	
10	1	0	1	
;

param Pref:=
[1,*,1,*,1]:
	 1	 2 	 3 	 4:=
0	4	5	5	1	
1	2	1	1	3	
2	5	3	1	1	
3	4	2	2	3	
4	4	4	5	5	
5	2	3	2	5	
6	4	2	4	4	
7	4	2	5	4	
8	5	5	5	1	
9	1	5	5	2	
10	5	1	2	5	
11	2	4	4	4	
12	5	2	5	5	
13	2	3	2	3	
14	1	1	4	5	
[2,*,1,*,1]:
	 1	 2 	 3 	 4:=
0	4	5	5	1	
1	2	1	1	3	
2	5	3	1	1	
3	4	2	2	3	
[3,*,1,*,1]:
	 1	 2 	 3 	 4:=
0	4	5	5	1	
1	2	1	1	3	
2	5	3	1	1	
3	4	2	2	3	
4	4	4	5	5	
5	2	3	2	5	
6	4	2	4	4	
7	4	2	5	4	
8	5	5	5	1	
9	1	5	5	2	
10	5	1	2	5	
[1,*,2,*,1]:
	 1	 2 	 3 	 4:=
0	5	4	5	5	
1	4	5	1	4	
2	4	2	1	3	
3	1	5	5	1	
4	1	5	2	1	
5	1	1	5	3	
6	3	1	5	4	
7	3	1	5	4	
8	1	5	1	3	
9	3	3	3	1	
10	4	3	5	4	
11	2	3	3	1	
12	1	1	2	2	
13	3	5	1	4	
14	5	5	5	1	
[2,*,2,*,1]:
	 1	 2 	 3 	 4:=
0	5	4	5	5	
1	4	5	1	4	
2	4	2	1	3	
3	1	5	5	1	
[3,*,2,*,1]:
	 1	 2 	 3 	 4:=
0	5	4	5	5	
1	4	5	1	4	
2	4	2	1	3	
3	1	5	5	1	
4	1	5	2	1	
5	1	1	5	3	
6	3	1	5	4	
7	3	1	5	4	
8	1	5	1	3	
9	3	3	3	1	
10	4	3	5	4	
[1,*,1,*,2]:
	 1	 2 	 3 	 4:=
0	1	4	5	3	
1	5	5	4	3	
2	1	3	2	4	
3	1	2	3	3	
4	5	3	5	2	
5	1	4	2	5	
6	3	5	4	3	
7	3	4	2	5	
8	3	2	4	4	
9	2	2	1	4	
10	4	3	5	1	
11	4	4	5	4	
12	3	5	2	1	
13	2	5	1	2	
14	3	2	1	2	
[2,*,1,*,2]:
	 1	 2 	 3 	 4:=
0	1	4	5	3	
1	5	5	4	3	
2	1	3	2	4	
3	1	2	3	3	
[3,*,1,*,2]:
	 1	 2 	 3 	 4:=
0	1	4	5	3	
1	5	5	4	3	
2	1	3	2	4	
3	1	2	3	3	
4	5	3	5	2	
5	1	4	2	5	
6	3	5	4	3	
7	3	4	2	5	
8	3	2	4	4	
9	2	2	1	4	
10	4	3	5	1	
[1,*,2,*,2]:
	 1	 2 	 3 	 4:=
0	3	1	3	2	
1	1	4	4	4	
2	3	5	4	5	
3	2	1	4	1	
4	2	1	1	1	
5	3	4	2	1	
6	2	5	3	1	
7	4	4	4	5	
8	2	4	4	4	
9	4	3	3	4	
10	3	3	1	1	
11	2	1	5	2	
12	4	2	2	5	
13	4	3	5	4	
14	3	2	5	5	
[2,*,2,*,2]:
	 1	 2 	 3 	 4:=
0	3	1	3	2	
1	1	4	4	4	
2	3	5	4	5	
3	2	1	4	1	
[3,*,2,*,2]:
	 1	 2 	 3 	 4:=
0	3	1	3	2	
1	1	4	4	4	
2	3	5	4	5	
3	2	1	4	1	
4	2	1	1	1	
5	3	4	2	1	
6	2	5	3	1	
7	4	4	4	5	
8	2	4	4	4	
9	4	3	3	4	
10	3	3	1	1	
[1,*,1,*,3]:
	 1	 2 	 3 	 4:=
0	2	2	5	1	
1	5	1	4	4	
2	4	2	2	2	
3	3	4	1	1	
4	1	3	4	2	
5	1	4	5	4	
6	5	2	1	3	
7	4	2	2	3	
8	5	4	3	2	
9	5	2	1	1	
10	1	1	3	2	
11	1	4	5	2	
12	4	1	4	2	
13	5	4	3	2	
14	1	1	3	2	
[2,*,1,*,3]:
	 1	 2 	 3 	 4:=
0	2	2	5	1	
1	5	1	4	4	
2	4	2	2	2	
3	3	4	1	1	
[3,*,1,*,3]:
	 1	 2 	 3 	 4:=
0	2	2	5	1	
1	5	1	4	4	
2	4	2	2	2	
3	3	4	1	1	
4	1	3	4	2	
